assay,n_obs,seed,ridge,esm
CP2C9_HUMAN_Amorosi_abundance_2021,24,9,1.5234793570753231,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,10,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,11,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,12,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,13,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,14,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,15,1.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,16,0.5234793570753231,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,17,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,18,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,19,2.523479357075323,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,20,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,21,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,22,0.5234793570753231,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,23,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,24,0.5234793570753231,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,25,1.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,26,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,27,-0.47652064292467694,-0.47652064292467694
CP2C9_HUMAN_Amorosi_abundance_2021,24,28,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,29,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,30,2.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,31,-0.46895682319571386,-0.46895682319571386
CP2C9_HUMAN_Amorosi_abundance_2021,24,32,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,33,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,34,2.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,35,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,36,0.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,37,1.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,38,1.51591553734636,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,24,39,-0.4840844626536401,-0.4840844626536401
CP2C9_HUMAN_Amorosi_abundance_2021,48,0,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,1,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,2,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,3,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,4,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,5,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,6,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,7,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,8,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,9,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,10,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,11,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,12,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,13,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,14,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,15,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,16,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,17,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,18,-0.47832964251819043,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,19,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,20,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,21,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,22,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,23,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,24,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,25,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,26,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,27,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,28,-0.4707371085099652,-0.4707371085099652
CP2C9_HUMAN_Amorosi_abundance_2021,48,29,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,30,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,31,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,32,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,33,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,34,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,35,-0.4859221765264157,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,36,0.5216703574818096,-0.47832964251819043
CP2C9_HUMAN_Amorosi_abundance_2021,48,37,2.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,38,1.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,48,39,0.5140778234735843,-0.4859221765264157
CP2C9_HUMAN_Amorosi_abundance_2021,96,0,2.5103602167676122,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,1,1.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,2,0.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,3,-0.4896397832323876,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,4,-0.4590372967803634,-0.4590372967803634
CP2C9_HUMAN_Amorosi_abundance_2021,96,5,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,6,-0.4819891616193816,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,7,1.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,8,0.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,9,-0.4666879183933695,-0.4666879183933695
CP2C9_HUMAN_Amorosi_abundance_2021,96,10,0.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,11,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,12,1.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,13,-0.4819891616193816,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,14,1.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,15,0.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,16,2.5103602167676122,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,17,-0.4896397832323876,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,18,0.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,19,-0.47433854000637554,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,20,2.5333120816066304,-0.4666879183933695
CP2C9_HUMAN_Amorosi_abundance_2021,96,21,1.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,22,0.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,23,1.5409627032196367,-0.4590372967803634
CP2C9_HUMAN_Amorosi_abundance_2021,96,24,-0.4819891616193816,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,25,1.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,26,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,27,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,28,2.5103602167676122,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,29,1.5180108383806183,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,30,-0.4896397832323876,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,31,-0.47433854000637554,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,32,-0.47433854000637554,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,33,2.5333120816066304,-0.4666879183933695
CP2C9_HUMAN_Amorosi_abundance_2021,96,34,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,35,1.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,36,0.5103602167676125,-0.4896397832323876
CP2C9_HUMAN_Amorosi_abundance_2021,96,37,-0.4819891616193816,-0.4819891616193816
CP2C9_HUMAN_Amorosi_abundance_2021,96,38,-0.47433854000637554,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,96,39,2.5256614599936245,-0.47433854000637554
CP2C9_HUMAN_Amorosi_abundance_2021,192,0,1.5182907089673034,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,1,-0.47393978633862094,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,2,0.526060213661379,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,3,1.5105212042732274,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,4,0.5182907089673033,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,5,-0.48170929103269666,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,6,1.5182907089673034,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,7,-0.48170929103269666,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,8,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,9,-0.48947879572677244,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,10,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,11,-0.45840077695046944,-0.45840077695046944
CP2C9_HUMAN_Amorosi_abundance_2021,192,12,1.5182907089673034,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,13,-0.46617028164454516,-0.46617028164454516
CP2C9_HUMAN_Amorosi_abundance_2021,192,14,1.526060213661379,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,15,1.5182907089673034,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,16,-0.48947879572677244,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,17,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,18,1.5105212042732274,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,19,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,20,-0.47393978633862094,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,21,1.502751699579152,-0.49724830042084817
CP2C9_HUMAN_Amorosi_abundance_2021,192,22,0.5182907089673033,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,23,0.5338297183554548,-0.46617028164454516
CP2C9_HUMAN_Amorosi_abundance_2021,192,24,0.526060213661379,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,25,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,26,0.5105212042732276,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,27,-0.47393978633862094,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,28,-0.46617028164454516,-0.46617028164454516
CP2C9_HUMAN_Amorosi_abundance_2021,192,29,-0.48170929103269666,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,30,0.526060213661379,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,31,-0.48947879572677244,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,32,-0.45840077695046944,-0.45840077695046944
CP2C9_HUMAN_Amorosi_abundance_2021,192,33,1.5105212042732274,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,34,-0.48170929103269666,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,35,-0.48947879572677244,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,192,36,-0.48170929103269666,-0.48170929103269666
CP2C9_HUMAN_Amorosi_abundance_2021,192,37,0.5027516995791519,-0.49724830042084817
CP2C9_HUMAN_Amorosi_abundance_2021,192,38,-0.47393978633862094,-0.47393978633862094
CP2C9_HUMAN_Amorosi_abundance_2021,192,39,-0.48947879572677244,-0.48947879572677244
CP2C9_HUMAN_Amorosi_abundance_2021,384,0,0.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,1,1.510858670230538,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,2,0.5349148012028065,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,3,0.5349148012028065,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,4,1.542933511526896,-0.4570664884731039
CP2C9_HUMAN_Amorosi_abundance_2021,384,5,0.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,6,0.5429335115268961,-0.4570664884731039
CP2C9_HUMAN_Amorosi_abundance_2021,384,7,0.5028399599064484,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,8,1.4948212495823587,-0.5051787504176412
CP2C9_HUMAN_Amorosi_abundance_2021,384,9,2.526896090878717,-0.473103909121283
CP2C9_HUMAN_Amorosi_abundance_2021,384,10,-0.49716004009355164,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,11,1.5349148012028064,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,12,-0.48112261944537255,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,13,-0.4570664884731039,-0.4570664884731039
CP2C9_HUMAN_Amorosi_abundance_2021,384,14,-0.46508519879719346,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,15,0.5349148012028065,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,16,1.510858670230538,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,17,1.5028399599064484,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,18,0.5349148012028065,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,19,-0.5051787504176412,-0.5051787504176412
CP2C9_HUMAN_Amorosi_abundance_2021,384,20,1.542933511526896,-0.4570664884731039
CP2C9_HUMAN_Amorosi_abundance_2021,384,21,0.5028399599064484,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,22,0.510858670230538,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,23,0.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,24,0.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,25,1.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,26,2.5028399599064484,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,27,1.526896090878717,-0.473103909121283
CP2C9_HUMAN_Amorosi_abundance_2021,384,28,0.510858670230538,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,29,0.5669896424991647,-0.4330103575008353
CP2C9_HUMAN_Amorosi_abundance_2021,384,30,0.526896090878717,-0.473103909121283
CP2C9_HUMAN_Amorosi_abundance_2021,384,31,1.510858670230538,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,32,-0.48914132976946206,-0.48914132976946206
CP2C9_HUMAN_Amorosi_abundance_2021,384,33,0.5349148012028065,-0.46508519879719346
CP2C9_HUMAN_Amorosi_abundance_2021,384,34,0.49482124958235885,-0.5051787504176412
CP2C9_HUMAN_Amorosi_abundance_2021,384,35,0.5188773805546274,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,36,-0.5051787504176412,-0.5051787504176412
CP2C9_HUMAN_Amorosi_abundance_2021,384,37,1.5028399599064484,-0.49716004009355164
CP2C9_HUMAN_Amorosi_abundance_2021,384,38,-0.48112261944537255,-0.48112261944537255
CP2C9_HUMAN_Amorosi_abundance_2021,384,39,-0.48914132976946206,-0.48914132976946206
CP2C9_HUMAN_Amorosi_activity_2021,24,0,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,1,0.5292579274272637,6.529257927427264
CP2C9_HUMAN_Amorosi_activity_2021,24,2,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,3,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,4,0.5292579274272637,6.529257927427264
CP2C9_HUMAN_Amorosi_activity_2021,24,5,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,6,2.521412226217718,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,7,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,8,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,9,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,10,1.521412226217718,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,11,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,12,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,13,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,14,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,15,2.5292579274272637,6.529257927427264
CP2C9_HUMAN_Amorosi_activity_2021,24,16,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,17,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,18,0.5292579274272637,6.529257927427264
CP2C9_HUMAN_Amorosi_activity_2021,24,19,5.521412226217718,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,20,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,21,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,22,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,23,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,24,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,25,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,26,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,27,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,28,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,29,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,30,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,31,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,32,0.5214122262177182,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,33,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,34,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,35,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,36,0.5292579274272637,5.529257927427264
CP2C9_HUMAN_Amorosi_activity_2021,24,37,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,38,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,24,39,-0.4785877737822818,6.521412226217718
CP2C9_HUMAN_Amorosi_activity_2021,48,0,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,1,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,2,-0.47259599606170005,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,3,-0.47259599606170005,5.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,4,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,5,-0.47259599606170005,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,6,-0.47259599606170005,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,7,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,8,0.5274040039382999,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,9,2.5274040039383,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,10,-0.47259599606170005,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,11,2.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,12,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,13,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,14,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,15,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,16,1.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,17,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,18,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,19,2.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,20,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,21,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,22,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,23,-0.46471939612733837,6.535280603872661
CP2C9_HUMAN_Amorosi_activity_2021,48,24,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,25,-0.46471939612733837,6.535280603872661
CP2C9_HUMAN_Amorosi_activity_2021,48,26,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,27,1.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,28,1.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,29,1.5274040039383,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,48,30,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,31,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,32,0.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,33,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,34,2.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,35,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,36,1.5195274040039384,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,37,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,38,-0.4804725959960617,6.519527404003938
CP2C9_HUMAN_Amorosi_activity_2021,48,39,1.5274040039383,6.5274040039383
CP2C9_HUMAN_Amorosi_activity_2021,96,0,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,1,-0.4763479986768111,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,2,3.523652001323189,5.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,3,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,4,0.5236520013231889,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,5,2.5157128680119087,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,6,0.531591134634469,5.5315911346344695
CP2C9_HUMAN_Amorosi_activity_2021,96,7,1.5395302679457492,5.539530267945749
CP2C9_HUMAN_Amorosi_activity_2021,96,8,0.531591134634469,6.5315911346344695
CP2C9_HUMAN_Amorosi_activity_2021,96,9,0.5157128680119087,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,10,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,11,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,12,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,13,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,14,-0.46840886536553095,5.5315911346344695
CP2C9_HUMAN_Amorosi_activity_2021,96,15,1.531591134634469,6.5315911346344695
CP2C9_HUMAN_Amorosi_activity_2021,96,16,-0.4763479986768111,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,17,1.523652001323189,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,18,1.5157128680119087,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,19,0.5157128680119087,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,20,0.5157128680119087,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,21,-0.4763479986768111,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,22,-0.4842871319880913,6.515712868011908
CP2C9_HUMAN_Amorosi_activity_2021,96,23,1.523652001323189,6.523652001323189
CP2C9_HUMAN_Amorosi_activity_2021,96,24,-0.46840886536553095,6.5315911346344695
